00054,الحكومة بتقدر توصل لبيانات أي
00055,مستخدم للتطبيق 
00056,وإيه هي خطة أمريكا لتحييد خطر التيكتوك 
00057,وليه الحكومة الصينية رفضت إنها
00058,تبيع التطبيق للأمريكيين وفضلت إنه
00059,يدمر وينتهي تماماً ولا إنها تبيعه لأمريكا 
00060,ومين هي أكتر الدول العربية اللي
00061,بتستخدم التيكتوك 
00062,والسؤال الأهم بقى
00063,التطبيق دا ليه ناس كتير بتعتبره تطبيق
00064,مريب ومثير للشكوك 
00065,وإيه هي قصة الخوارزمية اللي قايم عليها
00066,وبتتحكم في المحتوى اللي الشباب والمراهقين
00067,بيشوفوه عليه 
00068,دا جزء من اللي هندردش فيه مع بعض
00069,في حلقة النهار دا
00070,أنا أشرف إبراهيم ودا المخبر الاقتصادي+
00071,في البيت ﻿الأبيض وتحديداً في مكتب الرئيس
00072,الأمريكي وقتها دونالد ترمب
00073,بين اتنين من كبار المستشارين بتوعه
00074,بيتر نافارو المستشار التجاري للبيت الأبيض
00075,وستيفن منوشين وزير الخزانة الأمريكي
00076,وسبب الخناقة بين الاتنين دول اللي قعدوا
00077,يصرخوا ويعلوا صوتهم على بعض قدام
00078,الرئيس ترمب هو اختلافهم على الطريقة
00079,اللي لازم أمريكا تتعامل بيها مع تطبيق
00080,التيكتوك الصيني
00081,المهم اللي حصل بالضبط
00082,هو إن منوشين وزير الخزانة 
00083,قال للناس اللي قاعدة في المكتب البيضاوي
00084,يا جماعة أنا رأيي إننا لازم 
00085,نجبر شركة بايت دانس
00086,الصينية اللي بتمتلك تطبيق تيكتوك
00087,إنها تبيع التطبيق دا لشركة أمريكية
00088,وأنا تكلمت أكتر من مرة مع شركة
00089,مايكروسوفت علشان يشتروا التطبيق
00090, نافارو المستشار التجاري للبيت الأبيض
00091,كان قاعد ومش عاجبه الكلام
00092,وقام متنرفز على وزير الخزانة وعلّى صوته
00093,واتهمه بأن اقتراحه دا يعتبر تساهل
00094,مع الصين
00095,وقال إحنا لازم نفرض حظر تام
00096,على التيكتوك
00097,المهم في نفس الأسبوع اللي حصلت فيه
00098,الخناقة دي وتحديداً في مساء الخميس
00099,ترمب كان على متن الطيارة الرئاسية
00100,وهو في الطيارة وقع على أمر تنفيذي
00101,مفاده إن السلطات الأمريكية هتحظر تماماً
00102,التيكتوك في الولايات المتحدة
00103,لو الشركة الصينية الأم اللي بتمتلكه اللي هي
00104,بايت دانس ما وافقتش إنها تبيعه في خلال
00105,يعني باختصار كدا ترمب قال للصينيين
00106,يا إما تبيعوا لنا التطبيق دا
00107,يا إما هنقفله لكم وهيتحذف من على متاجر
00108,آبل وغوغل
00109,بحسب واشنطن بوست المسؤولين
00110,في بايت دانس الصينية استسلموا
00111,لضغوط ترمب وبدؤوا يفكروا بشكل جدي
00112,في بيع التطبيق لشركات أمريكية زي
00113,مايكروسوفت وول مارت وأوراكل
00114,علشان يضمنوا إن التطبيق يستمر وما يموتش
00115,خصوصاً وإنه شركة تيكتوك كان عليها
00116,هجوم كاسح في أمريكا بقى له تقريباً سنة
00117,بداية الهجوم على تيكتوك 
00118,لما أعضاء جمهوريين وديمقراطيين 
00119,في مجلس الشيوخ الأمريكي 
00120,بعتوا رسالة
00121,لجوزيف ماغواير القائم 
00122,بأعمال مدير المخابرات الوطنية 
00123,في الولايات المتحدة
00124,وطلبوا منه فيها إنه يحقق 
00125,في احتمالية إن
00126,تطبيق تيكتوك الصيني 
00127,بيشكل خطر
00128,على الأمن القومي الأمريكي
00129,وفي نفس الشهر
00130, السيناتور الجمهوري
00131,مارك روبيو
00132,طلب من لجنة الاستثمار الأجنبي في
00133,إنها تراجع استحواذ
00134,بايت دانس الصينية على تطبيق ميوزكلي
00135,الأمريكي
00136,للي ما يعرفش منكم الصينيين اشتروا تطبيق
00137,ميوزكلي الأمريكي اللي هو كان شغال تقريباً
00138,بنفس الطريقة اللي شغال بيها التيكتوك
00139,خدوا التطبيق دا بخوارزمياته وبيانات
00140,المستخدمين بتوعه وكل حاجته
00141,وبعدين أعادوا إطلاقه باسم التيكتوك
00142,ومن هنا ظهر التيكتوك اللي إنتو بتعرفوه
00143,تعرف إيه قصة وحكاية التيكتوك
00144,وتشوف الصينيين إزاي بيتعاملوا مع بيانات
00145,للتطبيق وقتها
00146,ومن ساعتها والتيكتوك عليه العين
00147,وصناع القرار في واشنطن قاعدين مركزين 
00148,مع التطبيق دا
00149,المهم تشانغ يي مين مؤسس بايت دانس
00150,كان عاوز يخلص من وجع الدماغ
00151,وعلشان كدا فكر للحظة إنه يبيع التيكتوك
00152,للأمريكيين
00153,وفي اللحظة دي الحكومة الصينية تدخلت
00154,علشان تمنع صفقة الاستحواذ دي إنها تتم
00155,وقامت عاملة حركة ذكية جداً
00156,وهي إنها أضافت الخوارزميات اللي قايم عليها
00157,تطبيق التيكتوك لقايمة الصادرات
00158,التكنولوجية المحظور تصديرها إلا بأمر
00159,من الحكومة الصينية
00160,وفي نفس الوقت الحزب الشيوعي الحاكم
00161,بعت رسالة لأصحاب الشركة حذرهم فيها
00162,من إنهم يفكروا في بيع التطبيق
00163,الواشنطن بوست الأمريكية نقلت عن أحد
00164,مصادرها إن الحكومة الصينية ما عندهاش
00165,مشكلة إن الشركة الصينية تموت
00166,وتنتهي ولا إنها تبيع التطبيق للأمريكيين
00167,باختصار الصينيين بيقولوا للأمريكيين دمروا
00168,التيكتوك بس مش هنبيعه ليكم
00169,ودا ببساطة لإنهم مش عاوزين الأمريكيين
00170,يحطوا إيدهم على الخوارزميات اللي قايم
00171,عليها التطبيق
00172,واللي بيعتبروها إنجاز وطني وأحد جواهر
00173,تاج قطاع التكنولوجيا الصيني
00174,وهنا ضروري نقف ونسأل سؤال مهم جداً
00175,ما فيش تطبيق أو برنامج في التاريخ كله
00176,تعرض لنفس الهجوم اللي تعرض له
00177,التيكتوك في واشنطن
00178,ليه الأمريكان وتحديداً صناع القرار سواء
00179,السياسي أو الأمني خايفين قوي
00180,للدرجة دي من التطبيق دا وبيهاجمهوه
00181,بالشكل دا 
00182,بصوا يا جماعة شبكة الإنترنت من يوم
00183,ما طلعت في القرن اللي فات واللي بيسيطر
00184,عليها شركات أمريكية فقط
00185,حتى ما فيش شركات أوروبية
00186,والوضع دا مستمر لحد النهار دا
00187,يعني لو بصيت على شبكة الإنترنت دلوقت
00188,هنلاقيها ببساطة عبارة عن غوغل وغوغل ستور
00189,وأندرويد بتاع شركة ألفابت الأمريكية
00190,وفيسبوك وإنستغرام وواتساب بتوع ميتا
00191,الأمريكية
00192,وآب ستور بتاع آبل الأمريكية
00193,وأمازون دوت كوم بتاع أمازون الأمريكية
00194,وتويتر بتاع تويتر إينك الأمريكية
00195,وسناب شات بتاع سناب إينك الأمريكية
00196,بالإضافة طبعاً لعملاق البرمجيات الأمريكي
00197,مايكروسوفت
00198,مش هو دا الإنترنت
00199,ومش هي دي الشركات اللي أي مستخدم
00200,للإنترنت بيتعامل مع أغلبها بشكل
00201,يومي وبتساهم بشكل ما في تشكيل وعيه
00202,وثقافته 
00203,النهار دا بقى إحنا قدام وضع جديد
00204,لأول مرة في التاريخ شركة غير أمريكية
00205,تخترق السيطرة الأمريكية على الإنترنت
00206,علشان تلعب دور كبير في تشكيل الوعي العام
00207,مش للشعب الأمريكي بس وإنما للعالم كله
00208,ودا من خلال تطبيق بسيط جداً يمكن كتير
00209,منكم يشوفه تافه وهو تطبيق التيكتوك
00210,لو جينا نبص على أكتر الدول اللي فيها
00211,عدد كبير من مستخدمي التطبيق الصيني
00212,اعتباراً من أبريل اللي فات
00213,هنلاقي الولايات المتحدة في المقدمة
00214,وأخيراً في المركز العاشر
00215,هنا بقى في الوطن العربي
00216,هنلاقي المملكة العربية السعودية
00217,بتتصدر الترتيب
00218,وراها على طول مصر
00219,إجمالاً بقى التيكتوك النهار دا له أكتر من مليار
00220,مستخدم نشط في العالم شهرياً
00221,ودا عدد ضخم جداً من المستخدمين
00222,ما فيش تطبيق غير أمريكي بيملكه إلا
00223,التيكتوك
00224,ومن سوء حظ الأمريكيين هو إن اللي بيملك
00225,التطبيق الشهير دا هي عدوهم
00226,وخصمهم اللدود
00227,الصين
00228,ودا اللي مقلقهم أكتر
00229,باختصار الإدارة قلقانة من احتمالية إن سيطرة
00230,الحكومة الصينية على بيانات المستخدمين
00231,الأمريكيين للتيكتوك
00232,واستخدامها إما في توجيههم أو ابتزازهم
00233,أو في أغراض تانية
00234,يعني مشكلة الأمريكيين الأساسية مع
00235,التيكتوك هي امتلاكها لبيانات ما يقرب
00236,من نص الشعب الأمريكي
00237,تشانغ يي مين مؤسس الشركة الأم
00238,للتيكتوك بيقول إن شركته عمرها
00239,ما بعتت معلومات عن مستخدميها
00240,الأمريكيين للسلطات الصينية
00241,وبيؤكد إن الحكومة الصينية عمرها ما طلبت
00242,منه طلب زي دا
00243,ولو طلبت إنها تحصل على بيانات الأمريكيين
00244,فهم في الشركة عمرهم ما هيوافقوا
00245,لكن الأمريكيين مش واثقين في كلامه
00246,وشايفين إن تعهداته كوميدية ومتسواش حاجة
00247,لإنه برأيهم ما فيش شخص معاه جواز سفر
00248,صيني يقدر يعصي أمر الحكومة الصينية
00249,وبالتالي بالنسبة لهم كل الصينيين جواسيس
00250,محتملين سواء بمزاجهم أو غصب عنهم
00251,دا غير إن عندهم أسباب ما تخليهمش يثقوا في
00252,تشانغ بالتحديد
00253,للحكومة الصينية بإنه هيساعدها في تعزيز
00254,القيم الأساسية للحزب الشيوعي الحاكم
00255,بالإضافة لإن الحكومة الصينية في
00256,في شركة تابعة لبايت دانس
00257,ومن خلال الصفقة دي بقى فيه ممثل
00258,النهار دا للحكومة الصينية في مجلس إدارة
00259,الشركة الأم لتطبيق تيكتوك
00260,ودا اللي مخوف الأمريكيين على بياناتهم
00261,المهم التيكتوك كان بيحتتفظ ببيانات
00262,المستخدمين الأمريكيين بتوعه في سيرفرات
00263,أو خوادم موجودة في فرجينيا الأمريكية
00264,وفي نفس الوقت البيانات الموجودة على
00265,السيرفرات دي كان معمول منها نسخ
00266,احتياطية موجودة في سيرفرات
00267,تابعة للشركة الصينية في سنغافورة
00268,في يونيو اللي فات بقى التيكتوك أعلن
00269,إنه نقل البيانات الخاصة بالمستخدمين
00270,الأمريكيين لسيرفرات أو خوادم تابعة لشركة
00271,أوراكل في تكساس الأمريكية
00272,وقال كمان إن شركة أوراكل الأمريكية
00273,هي نفسها اللي هتشرف على الخوادم دي
00274,ودا في إطار مشروع اسمه
00275,ومش بس كدا دا بيانات المستخدمين
00276,الأمريكيين للتيكتوك الموجودة على الخوادم
00277,القديمة بتاعت الشركة الصينية في فرجينيا
00278,وسنغافورة هيتم حذفها
00279,كل دا الصينيين عملوه بس علشان يرضوا
00280,السلطات الأمريكية ويقنعوهم إنهم يشيلوا
00281,التيكتوك من دماغهم
00282,ولكن كل دا ما كان لوش لازمة بالنسبة
00283,للسلطات الأمريكية ولا فارق معاها ببصلة
00284,طب ليه بقى 
00285,باختصار المشكلة مش مشكلة السيرفرات
00286,أو مين اللي بيسيطر عليها
00287,عادي ما أنت ممكن تيجي تحط السيرفرات
00288,في البيت الأبيض نفسه
00289,وفي نفس الوقت أنت في الصين عندك
00290,القدرة إنك تدخل السيرفرات دي وتوصل
00291,بسهولة لأي معلومة عليها
00292,ودا اللي بيحصل بالفعل في حالة التيكتوك
00293,الصينيين آه اتفقوا مع لجنة الاستثمار الأجنبي
00294,على إنهم هيحتفظوا ببيانات المستخدمين
00295,الأمريكيين المحمية زي أرقام الهواتف
00296,وتواريخ الميلاد في سيرفرات أوراكل
00297,في تكساس
00298,وحركة المستخدمين الأمريكيين للتيكتوك
00299,بقت بتتم من خلال
00300,لكن في حين إن السيرفرات اللي عليها
00301,البيانات موجودة في أمريكا في حضن
00302,الأمريكيين
00303,الموظفين في شركة بايت دانس في الصين
00304,بيعرفوا يوصلوا لكل حرف فيها بسهولة
00305,مايكل بيكرمان نائب رئيس التيكتوك
00306,كان قاعد في جلسة استماع قدام أعضاء
00307,مجلس الشيوخ الأمريكي
00308,وأثناء الجلسة حلف لهم إن فيه فريق
00309,أمني عالمي على أعلى مستوى موجود
00310,في أمريكا هو اللي بيحدد مين يقدر يوصل
00311,للمعلومات الموجودة على السيرفرات
00312,بتاعت تيكتوك في أمريكا
00313,الكلام دا معناه إن موظفي الشركة الصينية
00314,الموجودين في الصين ما يقدروش يوصلوا
00315,أو يطلعوا على أي بيانات تخص المستخدمين
00316,الأمريكيين واللي محتفظ بيها على السيرفرات
00317,في أمريكا
00318,دا كلام حلو ومبشر جداً بس فيه مشكلة واحدة
00319,وهو إنه بيكرمان كذب على أعضاء
00320,مجلس الشيوخ رغم إنه كان تحت القسم
00321,ودا بالمناسبة هو نفس
00322,اليوم اللي التيكتوك قال فيه إننا
00323,نقلنا بيانات الأمريكيين لسيرفرات أوراكل
00324,موقع بازفيد نيوز نشر تقرير قلب الرأي العام
00325,الأمريكي وزود حالة الغضب تجاه التيكتوك
00326,في أمريكا
00327,التقرير بتاع باز فيد نشر خلاصة
00328,تسجيلات صوتية مسربة تخص أكتر
00329,ما بين المسؤولين هناك
00330,في التيكتوك أثناء الاجتماعات الداخلية
00331,إن مهندسين الشركة في الصين يقدروا
00332,يوصلوا لبيانات المستخدمين الأمريكيين
00333,ودا حصل على الأقل وبشكل مؤكد
00334,أكتر من مرة في الفترة ما بين سبتمبر
00335,عضو في قسم الثقة والسلامة في تيكتوك
00336,قال نصاً لزمايله كل شيء يُرى في الصين
00337,وفي اجتماع تاني حصل في نفس الشهر
00338,أحد المديرين في تيكتوك ذكر اسم
00339,مهندس مقيم في العاصمة في بكين
00340,وقال إن المهندس دا مدير رئيسي عنده
00341,صلاحية الوصول لكل شيء في التيكتوك
00342,وخد الكبيرة بقى الفريق العالمي اللي
00343,موجود في أمريكا واللي بيكرمان قال إنهم
00344,معينينه علشان يكون حارس على السيرفرات
00345,وبيانات الأمريكيين الموجودة داخلها اتضح
00346,بحسب التسريبات إنه ما عندوش الإذن
00347,بالوصول لأي بيانات موجودة على سيرفرات
00348,التيكتوك
00349,ولو معاه الإذن فهو ما عندوش فكرة إزاي
00350,يوصل للبيانات دي لوحده
00351,لازم المهندسين الصينيين يرشدوا أعضاء
00352,الفريق دا ويعرفوهم إزاي يوصلوا للبيانات
00353,يعني من الآخر كدا الصينيين جايبين شوية
00354,مهندسين أمريكيين معينينهم في أمريكا
00355,وحاطينهم في الواجهة على إن دول هم اللي
00356,بيتحكموا في سيرفرات التيكتوك وبيحرسوها
00357,وبيمنعوا أي حد من الصين يدخل غير بإذنهم
00358,في حين إنه في الحقيقة الصينيين رافضين
00359,يعلموهم السيرفرات دي بتشتغل إزاي ومش
00360,مدينهم حتى الإذن إنهم يتعاملوا معاها
00361,وبعيداً عن نقطة البيانات دي خالص
00362,هي مهمة لكن في النهاية الصينيين يقدروا
00363,يحصلوا عليها ويشتروها بالفلوس من السوق
00364,من سماسرة البيانات
00365,وفيسبوك وفضيحة كامبريدج أناليتكا
00366,خير دليل
00367,اللي مخوف الأمريكيين أكتر من التيكتوك
00368,هو قدرة التطبيق دا على تشكيل وعي
00369,المستخدمين بتوعه
00370,واللي عددهم في أمريكا بيقترب تقريباً
00371,من نص الشعب
00372,دا بيدي له قدرة رهيبة على توجيه الرأي العام
00373,التيكتوك هو تقريباً أكتر تطبيق مشهور بين
00374,الجيل زد
00375,اللي هم الشباب الصغير المولدين في الفترة
00376,الشباب دول هم قادة أمريكا القادمين
00377,لو في حد فيكم جرب يدخل تيكتوك
00378,قبل كدا
00379,فأكيد لاحظ وجود صفحة اسمها
00380,فور يو
00381,ودي الصفحة اللي بتقترح لمستخدمي التطبيق
00382,فيديوهات هو شايف إنها ممكن
00383,تثير اهتمامهم
00384,الصفحة دي بقى وراها خوارزميات جبارة
00385,مهمتها تخلي الشاب من دول قاعد
00386,على التطبيق دا يقلب فيديو ورا فيديو لساعات
00387,بدون ما يزهق
00388,علشان كدا مشرعين أمريكيين زي السيناتور﻿
00389,تيد كروز وصف التيكتوك بإنه حصان
00390,طروادة اللي الحزب الشيوعي بيستخدمه
00391,علشان يؤثر من خلاله على اللي الأمريكيين
00392,بيشوفوه ويسمعوه
00393,وبيتحكم من خلاله بالتبعية في الطريقة
00394,اللي الأمريكيين بيفكروا بيها
00395,دا هو سر خوف الأمريكيين من التيكتوك
00396,فوق دماغه
00397,من شوية قلت لكم إن ترمب في
00398,إنه يبيع نفسه لشركة أمريكية في خلال
00399,ودا طبعاً ما حصلش وإلا ما كانش زماننا بنتكلم
00400,عن الموضوع دا دلوقت
00401,طب ليه ما حصلش 
00402,هقول لك
00403,أولاً ترمب بعد ما أصدر القرار
00404,رجع تاني بعدها بكام يوم ومد المهلة الزمنية
00405,وبعدين جات المحاكم الأمريكية
00406,أصدرت حكمين ضد القرار التنفيذي بتاعه
00407,اللي يخص حظر التيكتوك
00408,أول حكم صدر في سبتمبر بناء على دعوى
00409,رفعها التيكتوك ضد الرئيس
00410,وتاني حكم صدر في ديسمبر من نفس السنة
00411,بناء على دعوى رفعها عدد من المؤثرين
00412,على التطبيق اللي عندهم عدد متابعين كتير
00413,واللي قالوا للمحكمة في واشنطن بيتنا
00414,هيتخرب لو قرار الحظر دا دخل حيز التنفيذ
00415,ومن ساعتها قرار ترمب بحظر التيكتوك
00416,بقى ما لوش لازمة
00417,وعامل كأنه حكم مع وقف التنفيذ
00418,وفضل الوضع على الحال دا لحد ما جه الرئيس
00419,ولغى الأمر التنفيذي الصادر عن ترامب اللي
00420,يخص حظر التيكتوك
00421,وأصدر بداله قرار تنفيذي جديد أمر من خلاله
00422,وزارة التجارة الأمريكية إنها تعمل عملية مراجعة
00423,لتأثير التطبيقات اللي ليها صلة بخصوم أجانب
00424,على الأمن القومي الأمريكي
00425,وطبعاً في مقدمة التطبيقات دي يجي
00426,التيكتوك
00427,لحد دلوقت المفاوضات بين السلطات
00428,الأمريكية والتيكتوك شغالة
00429,والبعض شايف إن مش هيبقى في مشكلة
00430,مع التطبيق الصيني لو التزم بالمطالب
00431,الأمريكية اللي بتسمح للأمريكيين إنهم
00432,يتأكدوا من إن بيانات المستخدمين بتوعهم
00433,متأمنة كويس
00434,وفيه ناس تانية شايفة إن ما فيش تفاهم
00435,مع التيكتوك ولازم يتحذف
00436,زي مثلاً بريندان كار المسؤول في هيئة
00437,الاتصالات الفدرالية اللي قال في يوليو
00438,اللي فات إن لازم آبل وغوغل يحذفوا التطبيق
00439,من على متاجرهم
00440,وطبعاً التطبيق لو اتحذف من غوغل ستور
00441,وآب ستور يبقى كدا مات إكلينيكياً
00442,في حقيقة الأمر أمريكا والصين بيتخانقوا
00443,على مين يمتلك الأدوات اللي بتساهم
00444,النهار دا حرفياً في تشكيل وعي وثقافة
00445,أجيال كاملة على مستوى العالم
00446,وهنا فيه نقطة ضروري تاخدوا بالكم منها
00447,وهي موقف المستخدمين الأمريكيين
00448,من الخناقة دي
00449,يعني الحكومة الأمريكية مثلاً شايفة إن
00450,التطبيق دا ممكن يستخدم كأداة تجسس
00451,تقدر من خلالها الصين توصل لمعلومات
00452,عن موظفين ومسؤولين في الحكومة
00453,الأمريكية سواء بشكل مباشر أو من
00454,خلال أهاليهم خصوصاً وإن دي
00455,مش حاجة جديدة على الصين
00456,في يوليو اللي فات مدير مكتب التحقيقات
00457,الاتحادي كريستوفر راي وصف التجسس
00458,الصيني بإنه أكبر تهديد طويل الأمد بيواجه
00459,الاقتصاد الأمريكي
00460,وقال إحنا وصلنا لمرحلة إننا بنفتح
00461,قضية استخبارات مضادة جديدة متعلقة
00462,حلو قوي الكلام دا بس هل الشاب الأمريكي
00463,الموضوع بنفس الطريقة 
00464,باتريك جاكسون كبير مسؤولي التكنولوجيا
00465,في شركة ديسكونيكت إينك
00466,المتخصصة في الأمن السيبراني بيقول إن
00467,فيه عقبة مهمة بتواجه الإدارة الأمريكية وهي
00468,إن معظم الأمريكيين مش شايفين إن
00469,التيكتوك بيشكل خطر أمني عليهم
00470,وبالتالي لو حصل وتم حظر التطبيق هيغضبوا
00471,لإنهم مش مدركين ولا مستوعبين الأضرار
00472,اللي الحكومة بتحكي فيها
00473,وغالباً هم شايفينه تطبيق عادي زيه زي
00474,إنستغرام أو سناب شات
00475,والنقطة دي تاخدني لسؤال الحلقة
00476,من وجهة نظرك أنت كمستخدم عربي
00477,يهمه أمان بياناته الشخصية الموجودة على
00478,التطبيقات اللي بيستخدمها
00479,هل شايف إن التيكتوك الصيني أخطر مثلاً
00480,من الفيسبوك الأمريكي وللا الاتنين
00481,بالنسبة لك زي بعض 
00482,هتابع إجاباتكم في التعليقات
00483,وفي النهاية يا ريت لو عجبتك الحلقة دي
00484,وحابب تشوفنا تاني اشترك في القناة
00485,واستنانا في حلقات جديدة بإذن الله
00486,في البداية وقبل أي شيء
00487, نحب نعبر عن خالص تعازينا لأسر ضحايا الزلزال
00488,اللي ضرب أجزاء من سوريا وتركيا مؤخراً
00489,وفي نفس الوقت بنؤكد على تمنياتنا
00490, بالشفاء العاجل للمصابين
00491,ونجاة وسلامة المفقودين العالقين تحت الأنقاض
00492,كارثة إنسانية يصعب وصفها في الحقيقة
00493, أو الكلام عنها بشكل عام
00494,لحد لحظة تصوير الحلقة
00495,وبكل أسف العدد دا مرشح للزيادة
00496, مع استمرار جهود الإنقاذ
00497,وعمليات رفع الأنقاض
00498,بعضكم ممكن يتخيل دالوقت
00499,إن إحنا هنتكلم عن الأضرار
00500, والتوابع الاقتصادية للكارثة دي
00501, سواء في سوريا أو تركيا
00502, ولكن في الحقيقة الجزئية المتعلقة
00503,بالأضرار الاقتصادية
00504, هي أتفه ما يمكن مناقشته في الوقت الحالي
00505,فيه أسئلة ونقاط تانية لها طابع اقتصادي برضه
00506, ولكنها أسبق وأكتر أولوية
00507,وأهم بكتير ومحتاجة إننا نركز عليها
00508,علشان نعرف الكارثة دي حصلت ليه
00509,وإزاي ممكن ما تتكررش بالشكل العنيف دا تاني
00510,الأسئلة من ضمنها مثلاً
00511, السؤال اللي يبدو للوهلة الأولى سؤال ساذج جداً
00512, واللي بيقول
00513,هم عشرات الآلاف اللي ماتوا لحد دالوقت
00514, سواء في سوريا أو تركيا ماتوا إزاي 
00515,الإجابة الواضحة والمباشرة للسؤال دا
00516, هي إنهم ماتوا بسبب الزلزال
00517,ولكن في الحقيقة الإجابة دي مش صح
00518, أو غير دقيقة على الأقل
00519,الزلزال كظاهرة ما بيموتش حد
00520, هو مجرد هزة أرضية
00521,مهما بلغت شدتها
00522, آخرها هتهزك شوية
00523,ومش هتصيب غالباً بأي ضرر
00524,ولكن دا في حالة إنك وقت حدوث الزلزال
00525,كنت ماشي على الأرض أو موجود في خيمة
00526, أو عايش في مبنى
00527,تم إنشاؤه بمعايير علمية
00528, تخليه قادر على مقاومة الزلازل
00529,أما بقى لو الزلزال حصل
00530,وإنت موجود تحت سقف مبنى خرساني
00531, المقاول اللي بناه علشان يوفر مثلاً في حديد التسليح
00532,ما التزمش بأبسط المعايير
00533, اللي تضمن عدم تضرر المبنى
00534,أو على الأقل عدم انهياره تماماً
00535,في حالة حدوث هزة أرضية
00536,فأنت غالباً في الحالة دي فرص نجاتك ضعيفة جداً
00537,ودا مع الأسف كان حال كتير من الضحايا
00538,في سوريا وتركيا
00539, اللي فقدوا حياتهم
00540,بسبب انهيار المباني
00541,اللي كانوا عايشين فيها عليهم
00542,المباني والمنشآت السكنية خصوصاً في تركيا
00543, كانت بتقع زي ورق الكوتشينة
00544,ويمكن أكتر معلومة لفتت نظري في الأرقام المتعلقة
00545,بكارثة الزلزال
00546,هي عدد المباني المدمرة تماماً
00547, واللي وصلت في تركيا مثلاً
00548,الرقم دا مثير جداً للاستغراب
00549, بالنسبة لي على الأقل
00550,لإن تركيا وسوريا الاتنين
00551,عندهم أكواد بناء متطورة جداً
00552, المفروض إنها بتنظم عملية
00553,تشييد المنشآت المبنية بالخرسانة المسلحة
00554,بشكل يخليها قادرة على مقاومة الزلازل
00555,طب إزاي وجود الأكواد دي
00556,ممكن يتسق مع الأعداد الضخمة
00557,للمباني اللي انهارت
00558, بمجرد ما الزلزال حصل 
00559,دا السؤال الصعب اللي هنحاول نجاوب عليه
00560, في حلقة النهار دا
00561,أنا أشرف إبراهيم
00562,ودا المخبر الاقتصادي+
00563,هز منطقة مرمرة
00564,الموجودة في مدينة إسطنبول التركية
00565,بعدها بحوالي ثلاث شهور
00566,هز مدينة دوزجة التركية
00567,الناس اللي ماتت دي ماتت إزاي 
00568,باختصار ماتوا تحت أنقاض البيوت والمباني
00569, اللي انهارت فوقهم
00570,بحسب بيانات وزارة الأشغال العامة التركية وقتها
00571,ودي أرقام ضخمة جداً
00572,بالنسبة لشدة الزلازل اللي البلد تعرضت لها
00573,فيه دول تانية تعرضت لضربات زلزالية أشد من كدا
00574,وأرقام مبانيها المدمرة بالتبعية أعداد الضحايا
00575, كانت أقل بكتير من كدا
00576,ودا طبعاً بيطرح التساؤل المنطقي التالي
00577,ليه المباني دي كلها تدمرت 
00578,وإجابة السؤال دا
00579,ما كانتش صعبة على المهندسين الأتراك
00580,اللي كانوا شايفين إن المشكلة بوضوح
00581,هي ضعف وهشاشة المباني التركية
00582,واللي تم تشييدها بدون مراعاة للمعايير والاشتراطات
